"module name","licenses","repository","licenseUrl","parents"
"@babel/parser@7.21.4","MIT","https://github.com/babel/babel","https://github.com/babel/babel/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@esbuild/darwin-x64@0.17.18","MIT","https://github.com/evanw/esbuild","https://github.com/evanw/esbuild","neighbourhood-calculator-js-excel-addin"
"@eslint-community/eslint-utils@4.4.0","MIT","https://github.com/eslint-community/eslint-utils","https://github.com/eslint-community/eslint-utils/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@eslint-community/regexpp@4.5.0","MIT","https://github.com/eslint-community/regexpp","https://github.com/eslint-community/regexpp/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@eslint/eslintrc@2.0.2","MIT","https://github.com/eslint/eslintrc","https://github.com/eslint/eslintrc/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@eslint/js@8.39.0","MIT","https://github.com/eslint/eslint","https://github.com/eslint/eslint/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@fortawesome/fontawesome-common-types@6.4.0","MIT","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/fontawesome-pro@6.4.0","UNLICENSED","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/fontawesome-svg-core@6.4.0","MIT","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/free-brands-svg-icons@6.4.0","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/free-solid-svg-icons@6.4.0","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/pro-light-svg-icons@6.4.0","UNLICENSED","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/pro-regular-svg-icons@6.4.0","UNLICENSED","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/pro-solid-svg-icons@6.4.0","UNLICENSED","https://github.com/FortAwesome/Font-Awesome","https://github.com/FortAwesome/Font-Awesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@fortawesome/vue-fontawesome@3.0.3","MIT","https://github.com/FortAwesome/vue-fontawesome","https://github.com/FortAwesome/vue-fontawesome/raw/master/LICENSE.txt","neighbourhood-calculator-js-excel-addin"
"@humanwhocodes/config-array@0.11.8","Apache-2.0","https://github.com/humanwhocodes/config-array","https://github.com/humanwhocodes/config-array/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@humanwhocodes/module-importer@1.0.1","Apache-2.0","https://github.com/humanwhocodes/module-importer","https://github.com/humanwhocodes/module-importer/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@humanwhocodes/object-schema@1.2.1","BSD-3-Clause","https://github.com/humanwhocodes/object-schema","https://github.com/humanwhocodes/object-schema/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@intlify/core-base@9.2.2","MIT","https://github.com/intlify/vue-i18n-next","https://github.com/intlify/vue-i18n-next/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@intlify/devtools-if@9.2.2","MIT","https://github.com/intlify/vue-i18n-next","https://github.com/intlify/vue-i18n-next/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@intlify/message-compiler@9.2.2","MIT","https://github.com/intlify/vue-i18n-next","https://github.com/intlify/vue-i18n-next/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@intlify/shared@9.2.2","MIT","https://github.com/intlify/vue-i18n-next","https://github.com/intlify/vue-i18n-next/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@intlify/vue-devtools@9.2.2","MIT","https://github.com/intlify/vue-i18n-next","https://github.com/intlify/vue-i18n-next/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@mdi/font@7.2.96","Apache-2.0","https://github.com/Templarian/MaterialDesign-Webfont","https://github.com/Templarian/MaterialDesign-Webfont/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@nodelib/fs.scandir@2.1.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.scandir/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@nodelib/fs.stat@2.0.5","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.stat/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@nodelib/fs.walk@1.2.8","MIT","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk","https://github.com/nodelib/nodelib/tree/master/packages/fs/fs.walk/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@types/web-bluetooth@0.0.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped","https://github.com/DefinitelyTyped/DefinitelyTyped/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vitejs/plugin-vue@4.2.1","MIT","https://github.com/vitejs/vite-plugin-vue","https://github.com/vitejs/vite-plugin-vue/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/compiler-core@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/compiler-dom@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/compiler-sfc@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/compiler-ssr@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/devtools-api@6.5.0","MIT","https://github.com/vuejs/vue-devtools","https://github.com/vuejs/vue-devtools","neighbourhood-calculator-js-excel-addin"
"@vue/reactivity-transform@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/reactivity@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/runtime-core@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/runtime-dom@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/server-renderer@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
"@vue/shared@3.2.47","MIT","https://github.com/vuejs/core","https://github.com/vuejs/core/raw/master/LICENSE","neighbourhood-calculator-js-excel-addin"
